Ua1,Ub1,Uc1,Ua2,Ub2,Uc2,Ua3,Ub3,Uc3,Ia1,Ib1,Ic1,Ia2,Ib2,Ic2,Ia3,Ib3,Ic3,Ia4,Ib4,Ic4,Ia5,Ib5,Ic5,fault,line,position
18.766,76.315,75.676,13.432,81.065,82.691,16.78,78.185,78.711,0.013,0.09,0.096,0.013,0.09,0.096,3.19,0.686,0.727,0.025,0.686,0.727,0.022,0.187,0.198,spgf,Line3,50
17.881,76.3,75.58,13.884,80.741,82.262,16.509,78.08,78.489,0.032,0.092,0.098,0.032,0.092,0.098,3.029,0.687,0.729,0.114,0.687,0.729,0.059,0.189,0.201,spgf,Line3,55
16.836,76.301,75.502,14.194,80.44,81.867,16.088,77.993,78.292,0.052,0.094,0.1,0.052,0.094,0.1,2.874,0.69,0.734,0.251,0.69,0.734,0.099,0.193,0.205,spgf,Line3,60
15.617,76.317,75.44,14.359,80.16,81.503,15.507,77.924,78.118,0.073,0.095,0.102,0.073,0.095,0.102,2.721,0.695,0.74,0.393,0.695,0.74,0.14,0.197,0.21,spgf,Line3,65
14.207,76.348,75.396,14.373,79.9,81.168,14.756,77.874,77.967,0.094,0.098,0.105,0.094,0.098,0.105,2.572,0.701,0.749,0.541,0.701,0.749,0.183,0.201,0.215,spgf,Line3,70
12.583,76.397,75.37,14.23,79.658,80.861,13.817,77.842,77.839,0.117,0.1,0.108,0.117,0.1,0.108,2.423,0.711,0.76,0.696,0.711,0.76,0.228,0.207,0.221,spgf,Line3,75
10.717,76.464,75.363,13.918,79.434,80.58,12.672,77.829,77.734,0.141,0.104,0.111,0.141,0.104,0.111,2.275,0.722,0.774,0.859,0.722,0.774,0.276,0.213,0.228,spgf,Line3,80
8.575,76.551,75.377,13.421,79.227,80.322,11.294,77.837,77.653,0.166,0.107,0.115,0.166,0.107,0.115,2.126,0.736,0.791,1.035,0.736,0.791,0.327,0.22,0.236,spgf,Line3,85
6.113,76.66,75.413,12.718,79.036,80.089,9.652,77.867,77.596,0.194,0.111,0.12,0.194,0.111,0.12,1.974,0.754,0.811,1.223,0.754,0.811,0.382,0.228,0.246,spgf,Line3,90
3.278,76.794,75.473,11.784,78.861,79.878,7.703,77.921,77.566,0.224,0.116,0.125,0.224,0.116,0.125,1.818,0.775,0.835,1.429,0.775,0.835,0.442,0.238,0.256,spgf,Line3,95
0,76.956,75.563,10.582,78.702,79.689,5.394,78.001,77.566,0.257,0.121,0.131,0.257,0.121,0.131,1.655,0.8,0.864,1.655,0.8,0.864,0.508,0.249,0.269,spgf,Line3,100
20.146,77.295,77.86,0,86.224,89.978,11.43,80.436,82.871,0.189,0.09,0.093,0.189,0.09,0.093,1.432,0.779,0.812,5.352,0.779,0.812,0.385,0.187,0.194,spgf,Line4,0
20.62,77.118,77.505,2.257,85.483,88.887,12.707,80.085,82.228,0.166,0.089,0.092,0.166,0.089,0.092,1.269,0.76,0.793,5.063,0.76,0.793,0.338,0.184,0.192,spgf,Line4,5
20.945,76.962,77.19,4.258,84.809,87.906,13.789,79.77,81.654,0.144,0.088,0.092,0.144,0.088,0.092,1.113,0.743,0.777,4.796,0.743,0.777,0.294,0.183,0.19,spgf,Line4,10
21.13,76.825,76.91,6.03,84.194,87.021,14.693,79.486,81.139,0.123,0.087,0.092,0.123,0.087,0.092,0.965,0.729,0.764,4.55,0.729,0.764,0.252,0.181,0.19,spgf,Line4,15
21.181,76.705,76.662,7.596,83.631,86.219,15.43,79.23,80.676,0.102,0.087,0.091,0.102,0.087,0.091,0.823,0.717,0.753,4.32,0.717,0.753,0.211,0.181,0.189,spgf,Line4,20
21.103,76.602,76.441,8.973,83.114,85.491,16.013,79.001,80.258,0.083,0.087,0.092,0.083,0.087,0.092,0.685,0.707,0.744,4.104,0.707,0.744,0.172,0.181,0.189,spgf,Line4,25
20.897,76.515,76.246,10.176,82.637,84.828,16.448,78.796,79.882,0.063,0.087,0.092,0.063,0.087,0.092,0.55,0.699,0.736,3.902,0.699,0.736,0.133,0.181,0.19,spgf,Line4,30
20.563,76.443,76.073,11.216,82.198,84.222,16.74,78.612,79.542,0.044,0.088,0.093,0.044,0.088,0.093,0.417,0.693,0.731,3.711,0.693,0.731,0.095,0.182,0.191,spgf,Line4,35
20.1,76.386,75.921,12.101,81.791,83.667,16.893,78.45,79.236,0.026,0.088,0.094,0.026,0.088,0.094,0.286,0.689,0.728,3.529,0.689,0.728,0.057,0.183,0.193,spgf,Line4,40
19.503,76.343,75.789,12.839,81.415,83.159,16.907,78.308,78.959,0.008,0.089,0.095,0.008,0.089,0.095,0.154,0.687,0.727,3.356,0.687,0.727,0.021,0.184,0.195,spgf,Line4,45
18.766,76.315,75.676,13.432,81.065,82.691,16.78,78.185,78.711,0.013,0.09,0.096,0.013,0.09,0.096,0.025,0.686,0.727,3.19,0.686,0.727,0.022,0.187,0.198,spgf,Line4,50
17.881,76.3,75.58,13.884,80.741,82.262,16.509,78.08,78.489,0.032,0.092,0.098,0.032,0.092,0.098,0.114,0.687,0.729,3.029,0.687,0.729,0.059,0.189,0.201,spgf,Line4,55
16.836,76.301,75.502,14.194,80.44,81.867,16.088,77.993,78.292,0.052,0.094,0.1,0.052,0.094,0.1,0.251,0.69,0.734,2.874,0.69,0.734,0.099,0.193,0.205,spgf,Line4,60
15.617,76.317,75.44,14.359,80.16,81.503,15.507,77.924,78.118,0.073,0.095,0.102,0.073,0.095,0.102,0.393,0.695,0.74,2.721,0.695,0.74,0.14,0.197,0.21,spgf,Line4,65
14.207,76.348,75.396,14.373,79.9,81.168,14.756,77.874,77.967,0.094,0.098,0.105,0.094,0.098,0.105,0.541,0.701,0.749,2.572,0.701,0.749,0.183,0.201,0.215,spgf,Line4,70
12.583,76.397,75.37,14.23,79.658,80.861,13.817,77.842,77.839,0.117,0.1,0.108,0.117,0.1,0.108,0.696,0.711,0.76,2.423,0.711,0.76,0.228,0.207,0.221,spgf,Line4,75
10.717,76.464,75.363,13.918,79.434,80.58,12.672,77.829,77.734,0.141,0.104,0.111,0.141,0.104,0.111,0.859,0.722,0.774,2.275,0.722,0.774,0.276,0.213,0.228,spgf,Line4,80
8.575,76.551,75.377,13.421,79.227,80.322,11.294,77.837,77.653,0.166,0.107,0.115,0.166,0.107,0.115,1.035,0.736,0.791,2.126,0.736,0.791,0.327,0.22,0.236,spgf,Line4,85
6.113,76.66,75.413,12.718,79.036,80.089,9.652,77.867,77.596,0.194,0.111,0.12,0.194,0.111,0.12,1.223,0.754,0.811,1.974,0.754,0.811,0.382,0.228,0.246,spgf,Line4,90
3.278,76.794,75.473,11.784,78.861,79.878,7.703,77.921,77.566,0.224,0.116,0.125,0.224,0.116,0.125,1.429,0.775,0.835,1.818,0.775,0.835,0.442,0.238,0.256,spgf,Line4,95
0,76.956,75.563,10.582,78.702,79.689,5.394,78.001,77.566,0.257,0.121,0.131,0.257,0.121,0.131,1.655,0.8,0.864,1.655,0.8,0.864,0.508,0.249,0.269,spgf,Line4,100
0,76.956,75.563,10.582,78.702,79.689,5.394,78.001,77.566,0.257,0.121,0.131,0.257,0.121,0.131,1.655,0.8,0.864,1.655,0.8,0.864,7.584,0.249,0.269,spgf,Line5,0
5.854,76.528,75.077,14.872,78.276,78.98,7.114,78.382,77.883,0.316,0.117,0.126,0.316,0.117,0.126,1.451,0.735,0.793,1.451,0.735,0.793,6.83,0.24,0.258,spgf,Line5,5
10.653,76.17,74.692,18.361,77.922,78.422,8.376,78.747,78.176,0.367,0.113,0.122,0.367,0.113,0.122,1.28,0.681,0.734,1.28,0.681,0.734,6.204,0.232,0.25,spgf,Line5,10
14.648,75.867,74.383,21.238,77.626,77.977,9.282,79.101,78.454,0.413,0.111,0.119,0.413,0.111,0.119,1.135,0.637,0.686,1.135,0.637,0.686,5.678,0.227,0.243,spgf,Line5,15
18.015,75.609,74.131,23.635,77.379,77.619,9.901,79.449,78.726,0.455,0.109,0.116,0.455,0.109,0.116,1.01,0.599,0.645,1.01,0.599,0.645,5.228,0.223,0.238,spgf,Line5,20
20.884,75.389,73.924,25.65,77.172,77.329,10.287,79.792,78.996,0.493,0.107,0.115,0.493,0.107,0.115,0.901,0.567,0.61,0.901,0.567,0.61,4.839,0.219,0.235,spgf,Line5,25
23.348,75.2,73.753,27.354,76.999,77.094,10.475,80.135,79.267,0.53,0.106,0.113,0.53,0.106,0.113,0.804,0.54,0.58,0.804,0.54,0.58,4.5,0.217,0.232,spgf,Line5,30
25.481,75.038,73.61,28.802,76.856,76.904,10.493,80.48,79.542,0.564,0.105,0.112,0.564,0.105,0.112,0.718,0.516,0.554,0.718,0.516,0.554,4.201,0.216,0.23,spgf,Line5,35
27.338,74.898,73.491,30.034,76.738,76.751,10.363,80.828,79.823,0.597,0.105,0.112,0.597,0.105,0.112,0.64,0.495,0.531,0.64,0.495,0.531,3.935,0.215,0.228,spgf,Line5,40
28.962,74.778,73.392,31.084,76.642,76.629,10.098,81.182,80.114,0.629,0.105,0.111,0.629,0.105,0.111,0.57,0.477,0.511,0.57,0.477,0.511,3.697,0.215,0.228,spgf,Line5,45
30.387,74.676,73.31,31.976,76.566,76.536,9.711,81.544,80.414,0.661,0.105,0.111,0.661,0.105,0.111,0.505,0.461,0.494,0.505,0.461,0.494,3.483,0.215,0.228,spgf,Line5,50
31.641,74.588,73.243,32.731,76.508,76.465,9.211,81.915,80.727,0.692,0.105,0.112,0.692,0.105,0.112,0.445,0.447,0.478,0.445,0.447,0.478,3.289,0.216,0.228,spgf,Line5,55
32.745,74.514,73.189,33.365,76.466,76.417,8.602,82.298,81.053,0.724,0.106,0.112,0.724,0.106,0.112,0.389,0.435,0.465,0.389,0.435,0.465,3.112,0.217,0.229,spgf,Line5,60
33.719,74.453,73.145,33.89,76.439,76.387,7.889,82.693,81.394,0.755,0.107,0.113,0.755,0.107,0.113,0.336,0.425,0.453,0.336,0.425,0.453,2.949,0.219,0.23,spgf,Line5,65
34.575,74.402,73.112,34.317,76.427,76.375,7.074,83.103,81.753,0.787,0.108,0.114,0.787,0.108,0.114,0.286,0.415,0.443,0.286,0.415,0.443,2.8,0.221,0.232,spgf,Line5,70
35.326,74.363,73.089,34.655,76.428,76.38,6.157,83.53,82.13,0.819,0.109,0.115,0.819,0.109,0.115,0.239,0.407,0.434,0.239,0.407,0.434,2.662,0.223,0.234,spgf,Line5,75
35.983,74.333,73.074,34.909,76.441,76.401,5.14,83.976,82.528,0.852,0.11,0.116,0.852,0.11,0.116,0.194,0.4,0.426,0.194,0.4,0.426,2.533,0.226,0.237,spgf,Line5,80
36.553,74.312,73.067,35.085,76.468,76.436,4.018,84.442,82.949,0.885,0.112,0.117,0.885,0.112,0.117,0.152,0.394,0.419,0.152,0.394,0.419,2.413,0.229,0.24,spgf,Line5,85
37.044,74.299,73.068,35.188,76.506,76.486,2.791,84.931,83.395,0.92,0.114,0.119,0.92,0.114,0.119,0.111,0.389,0.413,0.111,0.389,0.413,2.301,0.233,0.244,spgf,Line5,90
37.459,74.296,73.077,35.219,76.556,76.551,1.453,85.446,83.869,0.956,0.116,0.121,0.956,0.116,0.121,0.073,0.385,0.408,0.073,0.385,0.408,2.195,0.237,0.247,spgf,Line5,95
37.804,74.3,73.093,35.182,76.619,76.631,0,85.988,84.373,0.993,0.118,0.123,0.993,0.118,0.123,0.044,0.381,0.404,0.044,0.381,0.404,2.095,0.241,0.252,spgf,Line5,100
63.509,63.509,63.509,62.612,62.612,62.612,61.557,61.557,61.557,0.081,0.081,0.081,0.081,0.081,0.081,0.16,0.16,0.16,0.16,0.16,0.16,0.196,0.196,0.196,no fault,,
63.509,63.509,63.509,62.611,62.611,62.611,61.557,61.557,61.557,0.081,0.081,0.081,0.081,0.081,0.081,0.161,0.161,0.161,0.161,0.161,0.161,0.196,0.196,0.196,no fault,,
63.509,63.509,63.509,62.61,62.61,62.61,61.557,61.557,61.557,0.081,0.081,0.081,0.081,0.081,0.081,0.161,0.161,0.161,0.161,0.161,0.161,0.196,0.196,0.196,no fault,,
63.509,63.509,63.509,62.61,62.61,62.61,61.556,61.556,61.556,0.081,0.081,0.081,0.081,0.081,0.081,0.161,0.161,0.161,0.161,0.161,0.161,0.196,0.196,0.196,no fault,,
63.509,63.509,63.509,62.609,62.609,62.609,61.556,61.556,61.556,0.081,0.081,0.081,0.081,0.081,0.081,0.161,0.161,0.161,0.161,0.161,0.161,0.196,0.196,0.196,no fault,,
63.509,63.509,63.509,62.609,62.609,62.609,61.556,61.556,61.556,0.081,0.081,0.081,0.081,0.081,0.081,0.161,0.161,0.161,0.161,0.161,0.161,0.196,0.196,0.196,no fault,,
63.509,63.509,63.509,62.608,62.608,62.608,61.555,61.555,61.555,0.081,0.081,0.081,0.081,0.081,0.081,0.161,0.161,0.161,0.161,0.161,0.161,0.196,0.196,0.196,no fault,,
63.509,63.509,63.509,62.607,62.607,62.607,61.555,61.555,61.555,0.081,0.081,0.081,0.081,0.081,0.081,0.161,0.161,0.161,0.161,0.161,0.161,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.607,62.607,62.607,61.555,61.555,61.555,0.081,0.081,0.081,0.081,0.081,0.081,0.161,0.161,0.161,0.161,0.161,0.161,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.606,62.606,62.606,61.554,61.554,61.554,0.081,0.081,0.081,0.081,0.081,0.081,0.161,0.161,0.161,0.161,0.161,0.161,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.606,62.606,62.606,61.554,61.554,61.554,0.081,0.081,0.081,0.081,0.081,0.081,0.161,0.161,0.161,0.161,0.161,0.161,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.605,62.605,62.605,61.554,61.554,61.554,0.081,0.081,0.081,0.081,0.081,0.081,0.162,0.162,0.162,0.162,0.162,0.162,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.604,62.604,62.604,61.553,61.553,61.553,0.081,0.081,0.081,0.081,0.081,0.081,0.162,0.162,0.162,0.162,0.162,0.162,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.604,62.604,62.604,61.553,61.553,61.553,0.081,0.081,0.081,0.081,0.081,0.081,0.162,0.162,0.162,0.162,0.162,0.162,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.603,62.603,62.603,61.553,61.553,61.553,0.081,0.081,0.081,0.081,0.081,0.081,0.162,0.162,0.162,0.162,0.162,0.162,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.603,62.603,62.603,61.552,61.552,61.552,0.081,0.081,0.081,0.081,0.081,0.081,0.162,0.162,0.162,0.162,0.162,0.162,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.602,62.602,62.602,61.552,61.552,61.552,0.081,0.081,0.081,0.081,0.081,0.081,0.162,0.162,0.162,0.162,0.162,0.162,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.601,62.601,62.601,61.552,61.552,61.552,0.081,0.081,0.081,0.081,0.081,0.081,0.162,0.162,0.162,0.162,0.162,0.162,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.601,62.601,62.601,61.551,61.551,61.551,0.081,0.081,0.081,0.081,0.081,0.081,0.162,0.162,0.162,0.162,0.162,0.162,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.6,62.6,62.6,61.551,61.551,61.551,0.081,0.081,0.081,0.081,0.081,0.081,0.162,0.162,0.162,0.162,0.162,0.162,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.6,62.6,62.6,61.551,61.551,61.551,0.081,0.081,0.081,0.081,0.081,0.081,0.162,0.162,0.162,0.162,0.162,0.162,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.599,62.599,62.599,61.55,61.55,61.55,0.081,0.081,0.081,0.081,0.081,0.081,0.162,0.162,0.162,0.162,0.162,0.162,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.599,62.599,62.599,61.55,61.55,61.55,0.081,0.081,0.081,0.081,0.081,0.081,0.163,0.163,0.163,0.163,0.163,0.163,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.598,62.598,62.598,61.55,61.55,61.55,0.081,0.081,0.081,0.081,0.081,0.081,0.163,0.163,0.163,0.163,0.163,0.163,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.597,62.597,62.597,61.55,61.55,61.55,0.081,0.081,0.081,0.081,0.081,0.081,0.163,0.163,0.163,0.163,0.163,0.163,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.597,62.597,62.597,61.549,61.549,61.549,0.081,0.081,0.081,0.081,0.081,0.081,0.163,0.163,0.163,0.163,0.163,0.163,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.596,62.596,62.596,61.549,61.549,61.549,0.081,0.081,0.081,0.081,0.081,0.081,0.163,0.163,0.163,0.163,0.163,0.163,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.596,62.596,62.596,61.549,61.549,61.549,0.081,0.081,0.081,0.081,0.081,0.081,0.163,0.163,0.163,0.163,0.163,0.163,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.595,62.595,62.595,61.548,61.548,61.548,0.081,0.081,0.081,0.081,0.081,0.081,0.163,0.163,0.163,0.163,0.163,0.163,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.594,62.594,62.594,61.548,61.548,61.548,0.081,0.081,0.081,0.081,0.081,0.081,0.163,0.163,0.163,0.163,0.163,0.163,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.594,62.594,62.594,61.548,61.548,61.548,0.081,0.081,0.081,0.081,0.081,0.081,0.163,0.163,0.163,0.163,0.163,0.163,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.593,62.593,62.593,61.547,61.547,61.547,0.081,0.081,0.081,0.081,0.081,0.081,0.163,0.163,0.163,0.163,0.163,0.163,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.593,62.593,62.593,61.547,61.547,61.547,0.081,0.081,0.081,0.081,0.081,0.081,0.164,0.164,0.164,0.164,0.164,0.164,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.592,62.592,62.592,61.547,61.547,61.547,0.081,0.081,0.081,0.081,0.081,0.081,0.164,0.164,0.164,0.164,0.164,0.164,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.591,62.591,62.591,61.546,61.546,61.546,0.081,0.081,0.081,0.081,0.081,0.081,0.164,0.164,0.164,0.164,0.164,0.164,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.591,62.591,62.591,61.546,61.546,61.546,0.081,0.081,0.081,0.081,0.081,0.081,0.164,0.164,0.164,0.164,0.164,0.164,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.59,62.59,62.59,61.546,61.546,61.546,0.081,0.081,0.081,0.081,0.081,0.081,0.164,0.164,0.164,0.164,0.164,0.164,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.59,62.59,62.59,61.545,61.545,61.545,0.081,0.081,0.081,0.081,0.081,0.081,0.164,0.164,0.164,0.164,0.164,0.164,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.589,62.589,62.589,61.545,61.545,61.545,0.081,0.081,0.081,0.081,0.081,0.081,0.164,0.164,0.164,0.164,0.164,0.164,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.588,62.588,62.588,61.545,61.545,61.545,0.081,0.081,0.081,0.081,0.081,0.081,0.164,0.164,0.164,0.164,0.164,0.164,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.588,62.588,62.588,61.544,61.544,61.544,0.081,0.081,0.081,0.081,0.081,0.081,0.164,0.164,0.164,0.164,0.164,0.164,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.587,62.587,62.587,61.544,61.544,61.544,0.081,0.081,0.081,0.081,0.081,0.081,0.164,0.164,0.164,0.164,0.164,0.164,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.587,62.587,62.587,61.544,61.544,61.544,0.081,0.081,0.081,0.081,0.081,0.081,0.165,0.165,0.165,0.165,0.165,0.165,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.586,62.586,62.586,61.543,61.543,61.543,0.081,0.081,0.081,0.081,0.081,0.081,0.165,0.165,0.165,0.165,0.165,0.165,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.585,62.585,62.585,61.543,61.543,61.543,0.081,0.081,0.081,0.081,0.081,0.081,0.165,0.165,0.165,0.165,0.165,0.165,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.585,62.585,62.585,61.543,61.543,61.543,0.081,0.081,0.081,0.081,0.081,0.081,0.165,0.165,0.165,0.165,0.165,0.165,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.584,62.584,62.584,61.542,61.542,61.542,0.081,0.081,0.081,0.081,0.081,0.081,0.165,0.165,0.165,0.165,0.165,0.165,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.584,62.584,62.584,61.542,61.542,61.542,0.081,0.081,0.081,0.081,0.081,0.081,0.165,0.165,0.165,0.165,0.165,0.165,0.197,0.197,0.197,no fault,,
63.509,63.509,63.509,62.583,62.583,62.583,61.542,61.542,61.542,0.081,0.081,0.081,0.081,0.081,0.081,0.165,0.165,0.165,0.165,0.165,0.165,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.582,62.582,62.582,61.541,61.541,61.541,0.081,0.081,0.081,0.081,0.081,0.081,0.165,0.165,0.165,0.165,0.165,0.165,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.582,62.582,62.582,61.541,61.541,61.541,0.081,0.081,0.081,0.081,0.081,0.081,0.165,0.165,0.165,0.165,0.165,0.165,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.581,62.581,62.581,61.541,61.541,61.541,0.081,0.081,0.081,0.081,0.081,0.081,0.165,0.165,0.165,0.165,0.165,0.165,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.581,62.581,62.581,61.541,61.541,61.541,0.081,0.081,0.081,0.081,0.081,0.081,0.166,0.166,0.166,0.166,0.166,0.166,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.58,62.58,62.58,61.54,61.54,61.54,0.081,0.081,0.081,0.081,0.081,0.081,0.166,0.166,0.166,0.166,0.166,0.166,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.58,62.58,62.58,61.54,61.54,61.54,0.081,0.081,0.081,0.081,0.081,0.081,0.166,0.166,0.166,0.166,0.166,0.166,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.579,62.579,62.579,61.54,61.54,61.54,0.081,0.081,0.081,0.081,0.081,0.081,0.166,0.166,0.166,0.166,0.166,0.166,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.578,62.578,62.578,61.539,61.539,61.539,0.081,0.081,0.081,0.081,0.081,0.081,0.166,0.166,0.166,0.166,0.166,0.166,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.578,62.578,62.578,61.539,61.539,61.539,0.081,0.081,0.081,0.081,0.081,0.081,0.166,0.166,0.166,0.166,0.166,0.166,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.577,62.577,62.577,61.539,61.539,61.539,0.081,0.081,0.081,0.081,0.081,0.081,0.166,0.166,0.166,0.166,0.166,0.166,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.577,62.577,62.577,61.538,61.538,61.538,0.081,0.081,0.081,0.081,0.081,0.081,0.166,0.166,0.166,0.166,0.166,0.166,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.576,62.576,62.576,61.538,61.538,61.538,0.081,0.081,0.081,0.081,0.081,0.081,0.166,0.166,0.166,0.166,0.166,0.166,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.575,62.575,62.575,61.538,61.538,61.538,0.081,0.081,0.081,0.081,0.081,0.081,0.166,0.166,0.166,0.166,0.166,0.166,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.575,62.575,62.575,61.537,61.537,61.537,0.081,0.081,0.081,0.081,0.081,0.081,0.167,0.167,0.167,0.167,0.167,0.167,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.574,62.574,62.574,61.537,61.537,61.537,0.081,0.081,0.081,0.081,0.081,0.081,0.167,0.167,0.167,0.167,0.167,0.167,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.574,62.574,62.574,61.537,61.537,61.537,0.081,0.081,0.081,0.081,0.081,0.081,0.167,0.167,0.167,0.167,0.167,0.167,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.573,62.573,62.573,61.536,61.536,61.536,0.081,0.081,0.081,0.081,0.081,0.081,0.167,0.167,0.167,0.167,0.167,0.167,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.572,62.572,62.572,61.536,61.536,61.536,0.081,0.081,0.081,0.081,0.081,0.081,0.167,0.167,0.167,0.167,0.167,0.167,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.572,62.572,62.572,61.536,61.536,61.536,0.081,0.081,0.081,0.081,0.081,0.081,0.167,0.167,0.167,0.167,0.167,0.167,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.571,62.571,62.571,61.535,61.535,61.535,0.081,0.081,0.081,0.081,0.081,0.081,0.167,0.167,0.167,0.167,0.167,0.167,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.571,62.571,62.571,61.535,61.535,61.535,0.081,0.081,0.081,0.081,0.081,0.081,0.167,0.167,0.167,0.167,0.167,0.167,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.57,62.57,62.57,61.535,61.535,61.535,0.081,0.081,0.081,0.081,0.081,0.081,0.167,0.167,0.167,0.167,0.167,0.167,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.569,62.569,62.569,61.534,61.534,61.534,0.081,0.081,0.081,0.081,0.081,0.081,0.167,0.167,0.167,0.167,0.167,0.167,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.569,62.569,62.569,61.534,61.534,61.534,0.081,0.081,0.081,0.081,0.081,0.081,0.168,0.168,0.168,0.168,0.168,0.168,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.568,62.568,62.568,61.534,61.534,61.534,0.081,0.081,0.081,0.081,0.081,0.081,0.168,0.168,0.168,0.168,0.168,0.168,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.568,62.568,62.568,61.533,61.533,61.533,0.081,0.081,0.081,0.081,0.081,0.081,0.168,0.168,0.168,0.168,0.168,0.168,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.567,62.567,62.567,61.533,61.533,61.533,0.081,0.081,0.081,0.081,0.081,0.081,0.168,0.168,0.168,0.168,0.168,0.168,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.566,62.566,62.566,61.533,61.533,61.533,0.081,0.081,0.081,0.081,0.081,0.081,0.168,0.168,0.168,0.168,0.168,0.168,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.566,62.566,62.566,61.532,61.532,61.532,0.081,0.081,0.081,0.081,0.081,0.081,0.168,0.168,0.168,0.168,0.168,0.168,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.565,62.565,62.565,61.532,61.532,61.532,0.081,0.081,0.081,0.081,0.081,0.081,0.168,0.168,0.168,0.168,0.168,0.168,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.565,62.565,62.565,61.532,61.532,61.532,0.081,0.081,0.081,0.081,0.081,0.081,0.168,0.168,0.168,0.168,0.168,0.168,0.198,0.198,0.198,no fault,,
63.509,63.509,63.509,62.564,62.564,62.564,61.531,61.531,61.531,0.081,0.081,0.081,0.081,0.081,0.081,0.168,0.168,0.168,0.168,0.168,0.168,0.198,0.198,0.198,no fault,,
